start	end	text
426720	429160	as long as your handwriting is legible.
429160	431680	And they should be questions about the reading for that week.
431680	435400	And not, you know, like, I was an undergraduate too once.
435400	437000	I know all the tricks, right?
437000	439640	So not like you just turn to a random page in the reading,
439640	442400	and you find Hegel saying, the study of philosophy
442400	445120	is hindered by the conduct of only clever argumentation.
445120	447160	Why does Hegel say the, you know,
447160	449360	that's not what I'm looking for.
449440	451520	You know, put, like, say a little bit more
451520	455280	about why this question is relevant or contextualize it.
455280	457440	Given that Hegel says this, and he says this other thing,
457440	458520	how is this compatible?
458520	461400	Why does Hegel think that this transition is unproblematic?
461400	463160	Why is this argument supposed to be good?
463160	464160	How is this consistent?
464160	464960	Something like that.
464960	465920	Two for every week.
465920	466480	OK.
466480	469040	So some of you probably, how many of you
469040	471120	brought reading questions for this week?
471120	472120	OK, good.
472120	473360	That's great.
473360	475120	A lot of you joined the class later,
475120	476640	didn't know about this, so I'm going
476640	478200	to treat those as extra credit.
478280	480120	You can hand them, you can give them to me
480120	481440	at the end of the day.
481440	483800	But in general, they're due first thing.
483800	485840	So you know, this is like, don't show up
485840	488240	and think you can scribble a few questions about the reading
488240	489560	and grab total credit for it.
489560	490920	That's not going to work.
490920	491800	OK.
491800	497560	Other than that, how many of you here are auditing this class?
497560	498440	OK.
498440	499840	That's a lot.
499840	501200	That's like an insane number.
501200	501720	OK.
501720	504160	So let me just say, those of you who
504160	506720	are taking this class for credit,
506720	510720	you have something of great value that other people want,
510720	512760	which means you have to earn it.
512760	515760	So do your best work.
515760	518480	Because if you don't do your best work,
518480	521400	I would prefer that you just drop the class
521400	523760	and one of the people who's auditing it take your spot.
523760	526280	Because many of them are very, very motivated.
526280	528560	OK.
528560	533480	Let me say one or two things more.
533480	536000	Why is Hegel relevant, or why is Hegel important?
536000	539480	Why should you spend the amount of energy
539480	543720	that you're going to have to expend this semester on Hegel?
543720	545960	I mean, the other reason that I've designed this class
545960	548360	is I wanted to finally teach a Hegel class that
548360	551320	wasn't impossibly difficult.
551320	553840	This is supposed to be like moderate level difficulty
553840	554600	Hegel.
554600	556120	OK.
556120	559520	I mean, for the most part, not a sign of a really impossible
559520	560960	hard things in Hegel.
560960	564440	But there's a few weeks where we are
564440	566960	going to read some really hard stuff in Hegel,
566960	569880	and I will kind of hold your hand through those.
569880	570560	OK.
570560	575640	So I regard Hegel as the philosophical equal,
575640	578680	the peer of Plato and Aristotle.
578680	582520	I think he's the only modern philosopher other than Kant,
582520	585120	who has that kind of status.
585120	588320	In a more generous mood, or if Tariq Dicco were here,
588320	591040	I would include Heidegger.
591080	594440	But, and Hegel has had an enormous influence
594440	598320	on European philosophy, the Western philosophy,
598320	599800	after that.
599800	602800	But always, I think, in a distorted form.
602800	606160	That is to say, the Hegel that was taken up
606160	610560	and was influential in philosophy after that
610560	615440	was always in one way or another distorted version of Hegel.
615440	618520	So that, in a certain way, the true Hegel
618520	621320	remains to be understood and really
621320	624160	philosophically appreciated.
624160	627320	Which also makes reading Hegel very exciting,
627320	631360	because there's more work to be done in understanding Hegel,
631360	633400	not just exegetically, but philosophically,
633400	635600	than there is with any other comparably
635600	640400	important modern philosophy, even Kant, especially Kant.
640400	644880	Kant is, in a certain way, relatively well understood,
644880	646960	vastly better understood than Hegel.
646960	650280	And Hegel has only himself to blame for this.
650280	654600	The books are, aside from the philosophy of right,
654600	660120	extraordinarily kind of maddeningly difficult.
660120	662920	Sometimes read as though they are.
662920	665800	So Hegel has a reputation, especially
665800	669400	in the English language tradition,
669400	673800	of just being an author of Gable de Gug of gibberish.
673800	674720	That's not true.
674720	678200	That reflects more on the readers who say that,
678200	680000	or that he's some kind of mystic.
680000	681840	Also, that's just a simple misreading.
681840	687480	But the books are forbiddingly difficult and dense.
687480	689440	There are significant chunks.
689440	693040	I mean, I've spent so much time reading these books.
693040	696200	I'm on my second read.
696200	698480	I read the Phonology of Spirit cover to cover
698480	700440	with some friends, and then I immediately
700440	701880	started rereading it from scratch.
701880	705800	And that's my fourth complete read through in my life.
705800	708680	And I'm constantly rereading the Science of Logic.
708680	711640	There are chunks of these books that I just
711640	713840	have to throw my hands around.
713840	717520	I don't really know what's going on.
717520	719880	Now, there's a reason, and we'll see this
719880	721480	over the course of the semester.
721480	724960	It's not just that Hegel was a bad writer, which he wasn't.
724960	728000	So Hegel has this reputation for being a bad writer.
728000	729720	This is simply false.
729720	734120	When Hegel wants to, he can be eloquent, indeed beautiful.
734120	736040	There's actually a philosophical reason
736040	740680	for why the books are written as densely as they are.
740680	744200	I also think part of the reason why some parts of the books
744200	747160	are as dense as they are is because Hegel had not fully
747160	749960	worked out his theory.
749960	753200	He had not fully worked out his system in all of the detail
753200	758160	that he presents it as having been worked out in.
758160	762040	Failures of presentation are often failures of thought.
762040	764320	And I think to some extent, that's
764320	766760	part of what's going on with Hegel in some places.
766760	768920	And also, I think there are philosophical reasons
768920	771880	for why the books have to be written in this way that
771880	775240	is extremely difficult to read.
775240	778920	But because Hegel has, in my view,
778920	782840	never been received as Hegel, that is to say,
782840	785040	the reception of Hegel has always been the distortion
785040	785760	of Hegel.
785760	788480	That makes Hegel exciting.
788480	795000	In a certain way, in other moods,
795000	797640	I would say this more vociferously.
797640	801680	In a certain way, the big, unaccomplished task
801680	804720	of philosophy in Western tradition
804720	807360	is fully understanding and grappling with Hegel.
807360	809960	I think that's the thing that hasn't really been done.
809960	813480	And this class can serve as a kind of introduction
813480	816360	to doing that, and maybe an inspiration to you
816360	817560	to do that further.
817560	821240	Because one of the ways that I hope this class will function
821240	827720	is as a propagutic for you to read more of Hegel
827720	832040	on your own, an entry point in Hegel
832040	834120	so that you can study it more on your own.
834120	837400	OK, there is no textbook for this class.
837400	839760	All of the readings are going to be online
839760	843200	on corkis in the form of PDFs, which
843200	848640	means that if you want to, you can read them on screens.
848640	851200	And that means that I will have to allow laptops
851200	854560	in this class if normally I don't, which I hate doing.
854560	859560	The reason I hate doing that is because these things are just
859560	860920	distraction machines.
860920	863400	So whenever you see a screen, what you should see
863400	867760	is a conspiracy by very rich and powerful people
867760	870360	to destroy your mind and ruin your life,
870360	873080	because that's, in fact, what they are.
873080	877520	They are the great toxin of our contemporary world.
877520	880280	And so I would prefer to not have them in the classroom.
880280	882680	Somehow, all of the best philosophy ever written
882680	885560	was written without them, so we don't actually
885560	887240	need them for any of this.
887240	889400	In fact, all of the best philosophy
889400	894200	was done and taught without artificial light.
894200	896960	So I would really like to someday teach a class.
897600	900080	If you go to old German universities,
900080	902720	if you go to what is now Pumboldo Investitatie
902720	904120	in Berlin, the University of Berlin,
904120	907080	where Hegel is a professor, the Bruins
907080	911040	have these gigantic floor-to-ceiling windows,
911040	914280	because of course, there was no artificial light.
914280	918560	And teaching by candlelight is not really a safe or
918560	919960	particularly practical.
919960	923440	So in fact, we don't even need this horrible fluorescent
923440	926240	or a headlighting that's ugly and destroys,
926240	929080	diminishes the human spirit.
929080	933800	But unfortunately, we are stuck with this institutional setup.
933800	937200	So that was all a way of saying, I encourage you
937200	944800	to print out the reading and read Hegel in print,
944800	949480	because all of the evidence is that you understand
949480	953640	and remember things better when you read them in print.
956240	957920	When you read something on paper,
957920	961040	you have this multimodal sensory experience of it.
961040	962480	It's both tactile.
962480	967000	If it's a pretty old book, it has an olfactory dimension.
967000	968240	You shouldn't taste the books.
968240	970080	You have a gustatory dimension.
970080	973040	But there's all the physical, it's carrying it around.
973040	975960	You develop a physical relationship with your book.
975960	978600	So if you've ever taken a class under critique of pure reason,
978600	983040	by the end of the semester, your critique is like this.
983040	984440	Binding has been destroyed.
984440	986920	It's covered in notations.
986920	988920	And it's like a physically important object to you.
988920	991240	And that physical defecation to the book, I think,
991240	995040	actually improves your learning and reading experience.
995040	998480	Even better would be if you wanted to buy or somehow
998480	1001640	acquire the physical books.
1001640	1003960	But I'm not going to require that because, of course,
1003960	1005800	we're only going to read a little bit of this
1005800	1008240	and then a little bit of the science of logic.
1008360	1010720	If I made you buy the books for all this class,
1010720	1013720	it would be more expensive than I can reasonably expect from you.
1013720	1014600	OK.
1014600	1016200	So that is everything that I'm going
1016200	1019600	to say about course mechanics before we
1019600	1026880	dive into the phenomenology of spirit itself.
1026880	1038200	Let me just say, normally, so GWF Hegel, born in 1770,
1039160	1042600	you need 31, normally the principle
1042600	1045880	in which I operate with respect to historical philosophers
1045880	1048680	is all that we need to say about them is they were born,
1048680	1050880	they worked, and they died.
1050880	1054440	Now, I'm going to slightly violate my own rule
1054440	1057360	because I'm a big fan of the digression.
1057360	1061480	And in being a fan of the digression in the lecture,
1061480	1065560	I have no less eminent of precursor than Hegel himself
1065560	1068440	because in the transcripts of Hegel's lectures, some
1068440	1070280	of which we will read, Hegel's constantly
1070280	1071920	going on these digressions, some of which
1071920	1075840	are totally off topic and some of which are hilarious.
1075840	1079800	He'll talk about some recent play that's been displayed.
1079800	1084320	So a little bit of digression is fun,
1084320	1089760	distracts us from what Hegel calls the rigor of the concept.
1089760	1092880	But occasionally, biographical remarks about Hegel
1092880	1095000	will actually be exegetically relevant.
1095080	1098320	And so I'll say a few things about Hegel's life.
1098320	1098820	OK.
1101760	1104640	This was all that I want to say initially
1104640	1105960	about Hegel's philosophy.
1105960	1109160	I don't like beginning a class by giving
1109160	1111880	this big aerial overview of the philosopher
1111880	1115560	or the philosophical work precisely because it's
1115560	1117040	given purely externally.
1117040	1118800	It's just narration.
1118800	1120720	It's something you could learn from the Stanford
1120720	1125520	Encyclopedia of Philosophy or YouTube.
1125520	1126600	It's not philosophy.
1126600	1128480	It wouldn't be philosophically justified.
1128480	1130240	It wouldn't be doing any philosophy for you.
1130240	1131800	We wouldn't be doing any philosophy together.
1131800	1133320	I'd just be telling you some stuff.
1133320	1140960	So as we'll see, because Hegel takes very seriously
1140960	1144600	the ambition that philosophy should develop everything
1144600	1149000	from itself, it's particularly inappropriate to Hegel
1149000	1152640	to begin with this external just telling you something,
1152640	1154840	mere reports.
1154840	1158720	I would prefer to begin talking about Hegel
1158720	1161280	by doing philosophy in the Hegelian way, which
1161280	1163760	is developing it internally just through thinking something
1163760	1164360	through.
1164360	1166640	So that's all that I want to say initially
1166640	1168360	about Hegel's philosophy.
1168360	1170480	I'll just say one or two things more
1170480	1173640	about what's special about Hegel.
1173640	1177960	Hegel is probably the most ambitious philosopher
1177960	1179360	who's ever existed.
1179360	1182800	So the ambition of Hegel's philosophy
1182800	1186520	is to develop all of this, which is
1186520	1189380	to say a completely systematic epistemology,
1189380	1190960	a completely systematic metaphysics,
1190960	1193400	a completely systematic account of the natural world,
1193400	1196760	a completely systematic account of the mind, which
1196760	1198640	includes a completely systematic account
1198640	1200920	of moral and political philosophy,
1200920	1203760	a completely systematic account of art and its history,
1203760	1206400	a completely systematic account of the history of religion,
1206400	1211880	And true religion, Hegel calls consonant religion,
1211880	1215760	without any presuppositions.
1215760	1218000	That's the most ambitious that I think philosophy has ever
1218000	1218500	gotten.
1218500	1221360	So Hegel is, in a certain way, the person
1221360	1225760	who has the most faith or confidence in philosophy
1225760	1227600	that I can think of.
1227600	1231280	Everyone since Hegel has been more disillusioned
1231280	1232240	about philosophy.
1232240	1234280	Or another way of pointing that point
1234280	1237920	is Hegel is even more than Kant.
1237920	1240720	The person, the philosopher, with the most confidence
1240720	1246520	that reason, just reasoning, can do everything that we want.
1246520	1248680	That it can be completely satisfactory.
1248680	1250480	Reason can be completely self-determinate.
1250480	1253480	Doesn't need anything outside.
1253480	1255440	Everyone in philosophy, since Hegel,
1255440	1258320	has been more pessimistic about the possibility
1258320	1260280	of this complete self-determination
1260280	1261880	of rational thought.
1262880	1265360	Questions about that before we dive
1265360	1267080	into the phenomenology of spirit itself?
1272040	1272540	No?
1272540	1273040	Yeah.
1273040	1273540	Hey.
1273540	1275120	I'm not sure what that's supposed to be,
1275120	1276960	but can I ask something about the question?
1276960	1277960	Sure.
1277960	1279000	The question is this.
1279000	1281040	On the set of us, that's like two, three lines.
1281040	1283800	But you ask us to contextualize it.
1283800	1287080	That would require us to pull up Hegel.
1287080	1289800	But that makes it less space, like one line or two.
1289800	1291800	So by two or three sentence, do you
1291800	1295800	make two or three sentence of a whole world together?
1295800	1302080	You're taking, like, we'll figure it out.
1302080	1307000	Yeah, you're taking a rule of thumb too precisely.
1307000	1308200	Oh, the other thing I want to say
1308200	1312380	is if anyone reads German, I would
1312380	1317800	encourage you to try to read at least some of this in German.
1317800	1321080	The translations vary a great deal in quality.
1321080	1323800	And so one of the themes of this semester
1323800	1325960	that you will probably learn to find really annoying
1325960	1331080	will be complaining about various Hegel translations.
1331080	1332880	I haven't been hard about whether to use this
1332880	1334680	as the textbook for the course.
1334680	1337560	This is the closest thing to a collection
1337560	1339560	of all of the relevant texts that we
1339560	1341000	would read in this class.
1341000	1343880	The reason I decided against it is the translations
1343880	1346500	are, in some cases, very strange.
1346500	1350740	And the selections are, in some cases, I think not ideal.
1350740	1352780	And so then I thought, OK, then they're
1352780	1354860	going to have to listen to me complain, not only
1354860	1358060	about the translations, but also Holgate selections.
1358060	1359820	That will open order the hell out of them.
1359820	1362260	So I'll just make my own selections.
1362260	1364300	Yes?
1364300	1366020	I don't know if it's too early, but I
1366020	1371940	want to know how Hegel connects logic to aesthetics and how.
1371940	1374260	Oh, that's way too early.
1374260	1374940	Way too early.
1374940	1376100	We're not even.
1376180	1378180	We don't even know what logic is yet.
1378180	1381220	That's just a word on a blackboard.
1381220	1383740	So using the Cambridge translations.
1383740	1386940	Using the Cambridge translations insofar as it's possible.
1386940	1389500	So the Cambridge translations, the Cambridge Hegel
1389500	1391080	translations, you might think, oh, my god,
1391080	1392380	they're going to translate everything.
1392380	1394380	But they have now translated the phenomenology
1394380	1397580	of spirit, the science of logic, the encyclopedia logic,
1397580	1401900	the Hegel's writings from Heidelberg, and that's it.
1401900	1404100	And so you might think, oh, everything's coming out more.
1404100	1407540	No, Hilary Gaskin, the main philosophy
1407540	1408980	editor at Cambridge University Press,
1408980	1410780	has announced it's complete.
1410780	1412780	That's all they're going to do.
1412780	1414500	And that's all they ever intended to.
1414500	1416820	That is not, in fact, a complete story.
1416820	1420100	In fact, so I'll tell you, at some point
1420100	1422620	when I feel like we need a break,
1422620	1424820	I'll give you the complete backstory about how
1424820	1428260	the Cambridge Hegel translation is so radically incomplete.
1428260	1430300	And it was, of course, never intended to be in complete
1430300	1431100	this way.
1431100	1433660	The short answer is they decided to woefully
1433740	1437340	underpay the editorial order, who all resigned.
1437340	1441020	And then at some point, the new editorial board,
1441020	1442380	some point Cambridge just realized
1442380	1444020	it wasn't worth the money.
1444020	1446660	So we're now in this totally ridiculous situation
1446660	1450460	that there is never going to be, in the foreseeable future,
1450460	1453440	a good, complete translation of the works
1453440	1455500	of Hegel in England.
1455500	1458900	So now, OK, I'll say one other thing.
1458900	1461380	There are two different, there's basically
1461380	1465380	two different editions of the works of Hegel in German.
1465380	1469780	The first one is published by a, is now
1469780	1476660	published by a press in Germany called Zuk.
1476660	1478340	Those are, if you ever see, they're
1478340	1481300	sort of very dark blue paperbacks.
1481300	1486020	That translation goes back to a translation that was made,
1486020	1488620	sorry, an edition that was made immediately
1488620	1492460	after Hegel's death by this group called themselves
1492460	1494140	the Friends of Hegel.
1494140	1496580	Now, the problem with that edition
1496580	1498900	is that it isn't up to contemporary
1498900	1500900	filmological snuff.
1500900	1504620	In particular, with respect to Hegel's lectures,
1504620	1506860	they did this thing that from a contemporary point of view
1506860	1508780	was totally outrageous.
1508780	1512060	People, the people who were editing Hegel's lectures,
1512060	1515940	took all of Hegel's notes and the student transcripts
1515940	1520660	and then composed one sort of condensed version
1520660	1523780	of all of this information and then destroyed,
1523780	1527900	in many cases, the originals so that we can't verify
1527900	1530460	whether their edition was correct.
1530460	1535580	So this was for, this was until the 70s, the only edition
1535580	1538500	of Hegel that there was.
1538500	1545020	Now, after that, there's the Academy edition,
1545020	1547300	where people actually sat down and did
1547300	1549220	the really philologically respectable thing.
1549220	1553100	I mean, the other thing is, for instance, the Friends of Hegel
1553100	1556260	edition only contains one edition of the Encyclopedia.
1556260	1559340	It only contains one edition of the Science of Logic.
1559340	1560980	That, by contemporary philological standards,
1560980	1563740	is radically inadequate.
1563740	1567900	The Academy edition does this much more complete job.
1567900	1570700	But the weird result of that is almost all
1570700	1573300	of the translations of Hegel into English that
1573420	1576060	existed historically are based on this.
1576060	1577460	And so you would think, well, this
1577460	1579260	would be a perfect opportunity for Cambridge
1579260	1581300	to do the English translations from that.
1581300	1583500	But that's not going to happen because they
1583500	1585300	underpaid the editorial board.
1585300	1587140	Also, these editorial board guys,
1587140	1588620	like they're all tenure professors
1588620	1589940	drawing massive salaries.
1589940	1591500	They could just do it for free.
1591500	1594900	But I wouldn't tell that to their face.
1594900	1597740	So the other thing that's weird is,
1597740	1600300	so there are all these people make a big deal about this.
1600300	1602260	They just think, oh, you can never
1602260	1605340	talk about Hegel's lectures from the old Friends of Hegel
1605340	1605860	edition.
1605860	1607900	You have to only cite the Academy edition.
1607900	1611540	But the problem is, almost all of the reception of Hegel
1611540	1613060	through the history of philosophy
1613060	1615700	from his death in 1831 until whenever this was published
1615700	1619100	in the 60s or 70s was based on the old edition.
1619100	1623140	So these poorly edited editions of Hegel's lectures
1623140	1624900	are the things that are really influential.
1624900	1628260	So when people talk about Hegel's philosophy of history,
1628260	1629980	almost everyone who's ever engaged
1629980	1631140	with Hegel's philosophy of history
1631140	1633300	was engaging with the poorly edited edition,
1633300	1634700	including Marx and everyone else.
1634700	1641420	So I think you can't just ignore this one.
1641420	1645660	In many cases, the older edition, the not so good edition,
1645660	1648460	makes the text much more readable and fluent.
1648460	1651220	And so when we come to read some of Hegel's lectures,
1651220	1653220	for instance, his lectures on the philosophy of art,
1653220	1657620	the philosophy of religion, and the history of philosophy,
1657620	1659540	I will assign some of the translations
1659540	1660940	from the older editions because they're
1661020	1661900	just more readable.
1661900	1663980	And they are the things that everyone's been talking about.
1663980	1666100	Ever since, so if you hear someone talking about Hegel
1666100	1667860	and some other book, they're almost certainly
1667860	1668660	talking about this.
1668660	1670300	So what value would it be to you?
1670300	1673620	You're like, oh, well, actually, the Hotho transcript.
1673620	1674340	You don't care.
1674340	1677260	I barely care.
1677260	1677980	OK.
1677980	1679900	Other questions before we start talking
1679900	1682580	about the phenomenology of spirit?
1682580	1683060	Yes.
1683060	1684580	I've heard that three years ago,
1684580	1686900	you called it a people person.
1686900	1690980	That only went through 40 or 50 pages of the phenomenology.
1690980	1691460	Yeah.
1691460	1694140	What would be the content-wise difference
1694140	1696660	between these two persons in terms of yours?
1696660	1701140	More of you will understand what I'm saying in this course.
1701140	1705340	Or no, the problem with that course is, so I got through
1705340	1707540	about, did Siwan tell you that?
1707540	1708020	Yeah.
1708020	1709900	OK.
1709900	1713180	Siwan likes that word.
1713180	1713780	So let's see.
1713780	1716460	If I did 50 pages in that class, I got more than that.
1716460	1721060	I got all the way up to maybe sort of skepticism.
1721060	1723300	But I kind of rushed through some of skepticism.
1723300	1726420	So we did maybe like 70 pages.
1726420	1727980	And the problem with that is you just
1727980	1730340	learn in a lot of detail the early moves
1730340	1733180	of the phenomenology of spirit, which doesn't tell you.
1733180	1738340	That basically taught people 10% of this.
1738340	1745380	This is 10% of this weird, immature, semi-juvenalia
1745380	1746660	introduction to Hegel system.
1746660	1747860	It's not Hegel system.
1747860	1748380	OK.
1748380	1750820	But to say more about why just teaching
1750820	1755140	the phenomenology of spirit would be so inadequate,
1755140	1757180	I mean, certainly this version of 360
1757180	1761380	is an elaborate apology for the last time I taught 360.
1761380	1763220	Let's just dive into the text.
1763220	1766340	So if you do not have a copy of the text,
1766340	1769060	rearrange yourself so that you are sitting next to someone
1769060	1771900	who does have a copy of the text.
1771900	1774700	So I'll give you a few minutes to do that.
1774700	1776620	So if two of you are sitting next to each other
1776620	1784380	and you have copies of the text, yeah, sorry, what?
1784380	1787420	Yeah, I mean, there'll be some differences.
1787420	1789300	But you'll basically know what's going on.
1796300	1799580	Is anyone in a Hegel island isolated
1799580	1803740	from any other copy of the text?
1803740	1805860	I would have brought additional copies of the text
1805860	1807060	if I had thought of that.
1807060	1809340	Yeah, no screen.
1809340	1811900	OK.
1811900	1816500	It is a natural supposition that in philosophy,
1816500	1820740	before one gets down to dealing with what is that issue,
1820740	1825060	namely the actual cognition of what in truth is.
1825060	1828620	So the issue of philosophy is actually
1828620	1831180	cognizing what in truth is.
1831180	1836860	Now, there's two words here in German, erkenen and bissen.
1839740	1843900	Pinker has, in almost all cases, translated erkenen
1843900	1850980	has to cognize, and bissen has to know.
1850980	1855820	But he's, now there is a difference between erkenen
1855820	1858100	and bissen in Hegel.
1858100	1862020	But erkenen and bissen are both totally ordinary words
1862020	1864460	in German for knowledge.
1864460	1868820	So epistemology in German is referred to as erketnesteri,
1868820	1870380	the theory of erketens.
1870380	1873060	That's the noun for erketens.
1873060	1877020	So it would be totally fine to translate both of them
1877020	1878460	as knowledge.
1878460	1881500	But Pinker has decided to just mark in English
1881500	1883100	a distinction in the German.
1883100	1887180	So it would be totally fine if we read this as saying,
1887180	1889500	before one gets down to dealing with what is at issue,
1889500	1893780	namely the actual knowledge, actually knowing what is true.
1893780	1895580	So now, Hegel uses the difference
1895580	1899300	between bissen and erkenen to mark some kind of difference.
1899300	1901700	But it isn't super crucial right now.
1901700	1904460	So we can also just read cognition here as knowledge.
1904460	1907020	It is a natural supposition that in philosophy,
1907020	1910020	before one gets down to dealing with what is at issue,
1910020	1913060	namely the actual knowledge of what in truth is.
1913060	1914980	So the business of philosophy is actually
1914980	1917340	knowing what in truth is.
1917340	1921260	So not potentially knowing or kind of knowing or having faith,
1921260	1926820	but knowing and knowing what is true, what is actually true.
1926820	1929860	It is first necessary to come to an understanding
1929860	1932460	about knowledge, which is regarded
1932460	1936620	as the instrument by which one seizes hold of the absolute
1936620	1940540	or as the means by which one catches sight of it.
1940540	1942660	So the first word you should stumble over here
1942660	1944220	is the absolute.
1944300	1948180	So the absolute is this major topic
1948180	1954420	and preoccupation of German philosophy from Kant to Hegel.
1954420	1956940	So in the context in which Hegel is writing this,
